,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
174,0274-JKUJR,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,58.85,465.7,Male,0,1,1,7,0,No phone service
175,0274-VVQOQ,no info,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.15,6792.45,Male,1,1,0,65,1,Yes
176,0277-BKSQP,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,54.4,475.1,Male,0,1,1,8,1,No
177,0277-ORXQS,No,DSL,No,No,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),50.55,3364.55,Male,0,1,1,66,0,No phone service
178,0278-YXOOG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85,Male,0,0,0,5,1,No
179,0280-XJGEX,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.7,5036.3,Male,0,0,0,49,1,Yes
180,0281-CNTZX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1234.8,Male,0,1,0,63,1,No
181,0282-NVSJS,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,29.3,355.9,Female,1,1,1,12,0,No phone service
182,0285-INHLN,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),54.75,1510.3,Male,0,1,1,27,1,No
183,0289-IVARM,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,60.55,1982.6,Female,0,0,0,35,1,No
184,0292-WEGCH,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,86.2,4524.05,Female,0,1,1,54,1,Yes
185,0295-PPHDO,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.45,95.45,Male,0,0,0,1,1,Yes
186,0295-QVKPB,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),63.95,318.1,Male,0,0,0,5,1,No
187,0297-RBCSG,No,DSL,No,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),65.35,1231.85,Male,0,0,0,19,1,No
188,0298-XACET,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,50.2,2554,Male,0,1,1,52,0,No phone service
189,0301-FIDRB,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.8,4684.3,Female,0,1,1,72,0,No phone service
190,0301-KOBTQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,614.45,Male,0,0,0,32,1,No
191,0302-JOIVN,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,842.9,Female,0,1,0,8,1,No
192,0303-UNCIP,No,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,65.0,2531.8,Male,0,0,0,41,1,Yes
193,0303-WMMRN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,86.05,Male,0,0,0,5,1,No
194,0305-SQECB,No,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,36.05,402.6,Female,0,0,1,11,0,No phone service
195,0306-JAELE,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.1,453.4,Male,0,0,0,5,1,No
196,0307-BCOPK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,326.65,Female,0,0,0,16,1,No
197,0308-GIQJT,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),105.75,7382.85,Male,1,0,0,71,1,Yes
198,0308-IVGOK,No,DSL,No,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),40.4,422.6,Female,0,0,0,11,0,No phone service
199,0310-MVLET,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,6010.05,Female,0,1,1,61,1,Yes
200,0310-SUCIN,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),84.8,6046.1,Female,0,1,0,71,1,No
201,0310-VQXAM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,178.8,Male,0,0,0,9,1,No
202,0311-QYWSS,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.45,314.6,Female,0,0,0,6,1,No
203,0311-UNPFF,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,Female,0,0,0,26,1,No
204,0314-TKOSI,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,55.15,322.9,Female,0,0,0,6,1,No
205,0315-LVCRK,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,84.8,888.75,Male,0,0,0,11,1,No
206,0318-QUUOB,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,Male,0,1,0,1,1,No
207,0318-ZOPWS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,Female,0,1,0,49,1,No
208,0319-QZTCO,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),58.7,168.6,Female,0,1,1,3,1,No
209,0320-DWVTU,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,99.5,5424.25,Female,0,0,0,53,1,No
210,0320-JDNQG,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.85,2331.3,Male,0,1,1,23,1,No
211,0322-CHQRU,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,89.5,Male,0,0,0,2,1,No
212,0322-YINQP,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.55,48.55,Male,0,0,0,1,1,No
213,0323-XWWTN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.4,121.25,Male,0,0,1,3,1,Yes
214,0324-BRPCJ,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,6851.65,Female,1,1,0,68,1,Yes
215,0325-XBFAC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.7,740.3,Male,0,0,0,8,1,No
216,0326-VDYXE,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,97.65,6982.5,Female,0,1,0,70,1,Yes
217,0327-WFZSY,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,100.0,3835.55,Male,0,1,1,39,1,Yes
218,0328-GRPMV,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,70.1,Female,0,0,0,1,1,No
219,0328-IBUPK,no info,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),34.2,1782,Female,0,1,1,51,0,No phone service
220,0329-GTIAJ,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,97.9,315.3,Female,0,0,0,3,1,No
221,0330-BGYZE,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),102.5,6157.6,Male,0,1,0,60,1,Yes
222,0330-IVZHA,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,330.15,Female,0,1,0,5,1,No
223,0334-GDDSO,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.35,233.7,Male,1,0,0,3,1,Yes
224,0334-ZFJSR,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.05,3462.1,Female,0,1,0,55,1,Yes
225,0336-KXKFK,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.2,4390.25,Male,0,0,0,72,0,No phone service
226,0336-PIKEI,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),74.4,5360.75,Male,1,1,0,72,1,No
227,0337-CNPZE,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.3,4443.45,Female,0,0,0,41,1,Yes
228,0343-QLUZP,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),39.6,2424.5,Male,0,0,0,60,0,No phone service
229,0345-HKJVM,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.3,577.6,Female,0,0,0,6,1,No
230,0345-XMMUG,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.9,4854.3,Female,0,1,0,46,1,Yes
231,0347-UBKUZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,320.45,Female,0,0,0,15,1,No
232,0348-SDKOL,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,5885.4,Female,0,1,0,58,1,Yes
233,0354-VXMJC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,426.65,Male,0,1,1,23,1,No
234,0354-WYROK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.9,2911.3,Female,1,1,1,31,1,No
235,0356-ERHVT,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.9,521.9,Male,0,1,0,11,1,No
236,0356-OBMAC,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),99.9,5706.3,Female,1,0,0,56,1,Yes
237,0357-NVCRI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,471.7,Female,0,0,1,25,1,No
238,0361-HJRDX,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),64.35,4539.6,Female,0,0,0,68,0,No phone service
239,0362-RAOQO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,830.25,Female,0,0,0,40,1,No
240,0362-ZBZWJ,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,3067.2,Male,0,0,0,36,1,Yes
241,0363-QJVFX,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,3432.9,Male,0,0,0,32,1,Yes
242,0363-SVHYR,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.85,6263.8,Male,0,1,1,71,1,Yes
243,0365-BZUWY,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.55,1742.5,Male,0,1,0,17,1,Yes
244,0365-GXEZS,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,78.2,1468.75,Male,0,1,0,18,1,No
245,0365-TRTPY,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),91.2,3382.3,Female,0,0,0,37,1,Yes
246,0366-NQSHS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,46.35,Male,0,0,0,2,1,No
247,0369-ZGOVK,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.4,1992.2,Female,0,1,1,28,1,No
248,0373-AIVNJ,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Mailed check,39.55,373,Male,0,0,0,9,0,No phone service
249,0374-AACSZ,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.15,50.15,Female,0,0,0,1,1,No
250,0374-FIUCA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,1414.45,Male,0,1,0,65,1,No
251,0374-IOEGQ,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.6,122.7,Female,0,0,0,3,1,No
252,0375-HVGXO,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,34.7,34.7,Female,0,0,0,1,0,No phone service
253,0376-OIWME,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.6,3366.05,Male,0,1,0,36,1,No
254,0376-YMCJC,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.6,1943.2,Male,0,0,0,23,1,Yes
255,0377-JBKKT,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,57.95,1271.8,Male,0,1,1,22,1,No
256,0378-CJKPV,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),112.1,7965.95,Female,0,1,0,72,1,Yes
257,0378-NHQXU,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,88.25,1460.65,Female,0,1,1,17,1,Yes
258,0378-TOVMS,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,85.8,272.2,Female,0,0,0,3,1,No
259,0378-XSZPU,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),60.3,3563.8,Male,0,1,0,58,1,No
260,0379-DJQHR,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),81.35,5398.6,Male,0,1,1,67,1,No
261,0380-NEAVX,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,99.85,3343.15,Male,1,0,0,34,1,No
262,0380-ZCSBI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.0,198.7,Male,0,0,0,10,1,No
263,0383-CLDDA,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.35,5897.4,Female,0,0,0,69,1,Yes
264,0384-LPITE,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,2511.55,Male,0,0,0,40,0,No phone service
265,0384-RVBPI,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),64.4,1398.6,Male,0,0,0,20,1,No
266,0386-CWRGM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,967.85,Female,0,1,1,46,1,No
267,0388-EOPEX,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,139.4,Female,0,1,0,2,1,No
268,0390-DCFDQ,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,Female,1,1,0,1,1,No
269,0392-BZIUW,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),105.0,7589.8,Female,0,1,0,72,1,Yes
270,0394-YONDK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,1790.15,Male,0,1,1,70,1,Yes
271,0396-HUJBP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,44.4,Female,0,0,0,2,1,No
272,0396-UKGAI,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),55.3,1284.2,Male,0,0,1,23,1,No
273,0396-YCHWO,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.4,3474.2,Male,0,1,0,36,1,Yes
274,0397-GZBBC,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.85,5574.75,Male,1,1,0,59,1,Yes
275,0397-ZXWQF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1430.95,Male,0,0,0,67,1,No
276,0401-WDBXM,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.55,7542.25,Male,0,1,1,72,1,Yes
277,0402-CQAJN,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.9,3545.35,Female,0,0,0,37,1,Yes
278,0402-OAMEN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1709.1,Female,0,1,1,72,1,Yes
279,0404-AHASP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1421.9,Male,0,1,0,72,1,No
280,0404-SWRVG,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,229.55,Male,0,0,0,3,1,Yes
281,0406-BPDVR,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),101.5,5373.1,Female,1,1,0,54,1,Yes
282,0407-BDJKB,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,95.75,5742.9,Male,0,1,0,60,1,Yes
283,0409-WTMPL,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),110.65,6526.65,Female,0,1,0,58,1,Yes
284,0410-IPFTY,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,Female,0,1,0,31,1,No
285,0411-EZJZE,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,60.25,170.5,Female,0,0,0,3,1,Yes
286,0412-UCCNP,No,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Electronic check,59.2,3175.85,Male,0,0,0,55,1,No
287,0415-MOSGF,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,Female,0,0,0,1,1,No
288,0419-YAAPX,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.3,4297.95,Male,0,1,0,49,1,No
289,0420-BWTPW,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.5,215.2,Male,0,0,1,8,0,No phone service
290,0420-HLGXF,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,4036,Female,1,0,0,39,1,Yes
291,0420-TXVSG,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45,Male,0,1,0,66,1,Yes
292,0422-OHQHQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.55,295.95,Female,0,1,1,15,1,No
293,0422-UXFAP,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,98.85,4947.55,Female,0,1,0,51,1,Yes
294,0423-UDIJQ,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.2,447.9,Male,1,0,0,9,1,No
295,0426-TIRNE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,Female,0,0,0,1,1,No
296,0428-AXXLJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,516.3,Male,0,0,0,25,1,No
297,0428-IKYCP,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,Male,0,1,0,22,1,No
298,0430-IHCDJ,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.0,749.25,Male,0,0,0,15,1,Yes
299,0431-APWVY,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.1,2598.95,Female,0,1,1,28,1,No
300,0432-CAJZV,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,90.7,237.65,Male,0,0,0,3,1,No
301,0434-CSFON,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,4707.1,Female,0,1,0,47,1,Yes
302,0436-TWFFZ,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5714.2,Female,0,0,0,67,1,Yes
303,0439-IFYUN,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,1294.6,Female,1,0,0,18,1,No
304,0440-EKDCF,No,DSL,No,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),60.15,3753.2,Male,0,1,0,62,1,No
305,0440-MOGPM,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,80.55,3263.9,Female,0,0,0,41,1,Yes
306,0440-QEXBZ,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,2139.1,Female,0,0,0,44,1,Yes
307,0440-UEDAI,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),94.45,5042.75,Female,0,0,0,53,1,No
308,0442-TDYUO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.05,1036,Male,0,1,0,48,1,No
309,0442-ZXKVS,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),115.6,6431.05,Female,1,1,0,54,1,Yes
310,0447-BEMNG,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),45.3,2145,Female,0,1,0,48,0,No phone service
311,0447-RXSGD,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.65,2404.85,Male,0,0,0,24,1,Yes
312,0448-YZNZE,no info,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.55,2510.2,Male,1,1,0,27,1,Yes
313,0454-OKRCT,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),80.6,2651.1,Male,0,0,0,33,1,No
314,0455-ENTCR,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,85.25,5538.35,Male,0,1,0,66,1,Yes
315,0455-XFASS,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,200.2,Female,0,1,1,3,1,No
316,0458-HEUZG,No,DSL,No,No,Yes,Yes,No,No,Two year,0,Mailed check,35.4,450.4,Female,0,0,0,13,0,No phone service
317,0459-SPZHJ,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),83.5,5435,Male,0,1,1,63,1,Yes
318,0461-CVKMU,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,83.8,1900.25,Female,0,1,1,23,1,No
319,0463-TXOAK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1334.5,Male,0,0,1,52,1,Yes
320,0463-WZZKO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,67.1,Male,0,0,0,3,1,No
321,0463-ZSDNT,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),56.75,503.25,Male,0,0,0,10,1,No
322,0464-WJTKO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1460.85,Female,0,1,1,72,1,No
323,0468-YRPXN,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),98.8,2807.1,Male,0,0,0,29,1,No
324,0471-ARVMX,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,104.85,6312.9,Female,1,1,0,62,1,Yes
325,0471-LVHGK,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,73.0,3001.2,Male,0,1,0,41,1,Yes
326,0475-RIJEP,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,77.85,3365.85,Male,0,0,0,43,1,Yes
327,0479-HMSWA,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,105.45,2715.3,Female,0,0,1,26,1,No
328,0480-BIXDE,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,96.8,1743.05,Female,0,1,0,19,1,No
329,0480-KYJVA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.25,1784.5,Female,0,1,1,72,1,Yes
330,0481-SUMCB,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),102.15,4735.35,Female,1,0,0,45,1,Yes
331,0484-FFVBJ,No,DSL,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),64.85,2010.95,Male,0,0,0,32,1,No
332,0484-JPBRU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.25,996.45,Male,0,0,0,41,1,Yes
333,0485-ZBSLN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,1715.1,Male,0,1,1,65,1,Yes
334,0486-HECZI,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,96.75,5238.9,Male,0,1,0,55,1,Yes
